language,term,translation,parent,tags
English,cooker,cook,,1k
English,cookeries,cook,,1k
English,cookers,cook,,1k
English,cookery,cook,,1k
English,cooking,cook,,1k
English,cooks,cook,,1k
English,overcooked,cook,,1k
English,overcooking,cook,,1k
English,uncooked,cook,,1k
English,cool,,,1k
English,coolant,cool,,1k
English,coolants,cool,,1k
English,cooled,cool,,1k
English,cooler,cool,,1k
English,coolers,cool,,1k
English,coolest,cool,,1k
English,cooling,cool,,1k
English,coolly,cool,,1k
English,coolness,cool,,1k
English,cools,cool,,1k
English,uncool,cool,,1k
English,uncooled,cool,,1k
English,corner,,,1k
English,cornered,corner,,1k
English,cornering,corner,,1k
English,corners,corner,,1k
English,cost,,,1k
English,costed,cost,,1k
English,costing,cost,,1k
English,costings,cost,,1k
English,costless,cost,,1k
English,costlier,cost,,1k
English,costliest,cost,,1k
English,costly,cost,,1k
English,costliness,cost,,1k
English,costs,cost,,1k
English,could,,,1k
English,couldn,could,,1k
English,coulda,could,,1k
English,count,,,1k
English,countable,count,,1k
English,counted,count,,1k
English,counting,count,,1k
English,countless,count,,1k
English,counts,count,,1k
English,recount,count,,1k
English,recounted,count,,1k
English,recounting,count,,1k
English,recounts,count,,1k
English,uncountable,count,,1k
English,uncounted,count,,1k
English,country,,,1k
English,countries,country,,1k
English,countrified,country,,1k
English,countrify,country,,1k
English,couple,,,1k
English,coupled,couple,,1k
English,couples,couple,,1k
English,coupling,couple,,1k
English,couplings,couple,,1k
English,uncoupled,couple,,1k
English,course,,,1k
English,courses,course,,1k
English,court,,,1k
English,courted,court,,1k
English,courting,court,,1k
English,courts,court,,1k
English,cover,,,1k
English,coverage,cover,,1k
English,covered,cover,,1k
English,covering,cover,,1k
English,coverings,cover,,1k
English,coverlet,cover,,1k
English,coverlets,cover,,1k
English,covers,cover,,1k
English,uncover,cover,,1k
English,uncovered,cover,,1k
English,uncovering,cover,,1k
English,uncovers,cover,,1k
English,crazy,,,1k
English,crazier,crazy,,1k
English,crazies,crazy,,1k
English,craziest,crazy,,1k
English,crazily,crazy,,1k
English,craziness,crazy,,1k
English,crime,,,1k
English,crimes,crime,,1k
English,cross,,,1k
English,crossed,cross,,1k
English,crosses,cross,,1k
English,crossing,cross,,1k
English,crossings,cross,,1k
English,crosslike,cross,,1k
English,crossly,cross,,1k
English,crossness,cross,,1k
English,uncrossed,cross,,1k
English,crosswise,cross,,1k
English,crossways,cross,,1k
English,cry,,,1k
English,cried,cry,,1k
English,crier,cry,,1k
English,criers,cry,,1k
English,cries,cry,,1k
English,crying,cry,,1k
English,cup,,,1k
English,cuplike,cup,,1k
English,cupful,cup,,1k
English,cupped,cup,,1k
English,cupping,cup,,1k
English,cups,cup,,1k
English,cut,,,1k
English,cuts,cut,,1k
English,cutter,cut,,1k
English,cutters,cut,,1k
English,cutting,cut,,1k
English,cuttings,cut,,1k
English,uncut,cut,,1k
English,dad,,,1k
English,daddies,dad,,1k
English,daddy,dad,,1k
English,dads,dad,,1k
English,dance,,,1k
English,danceable,dance,,1k
English,danced,dance,,1k
English,dancer,dance,,1k
English,dancers,dance,,1k
English,dances,dance,,1k
English,dancing,dance,,1k
English,danger,,,1k
English,dangerous,danger,,1k
English,dangerously,danger,,1k
English,dangers,danger,,1k
English,endanger,danger,,1k
English,endangered,danger,,1k
English,endangering,danger,,1k
English,endangerment,danger,,1k
English,endangerments,danger,,1k
English,endangers,danger,,1k
English,dark,,,1k
English,darken,dark,,1k
English,darkened,dark,,1k
English,darkener,dark,,1k
English,darkeners,dark,,1k
English,darkening,dark,,1k
English,darkens,dark,,1k
English,darker,dark,,1k
English,darkest,dark,,1k
English,darkie,dark,,1k
English,darkies,dark,,1k
English,darkly,dark,,1k
English,darkness,dark,,1k
English,darky,dark,,1k
English,darling,,,1k
English,darlin,darling,,1k
English,darlings,darling,,1k
English,date,,,1k
English,datable,date,,1k
English,dated,date,,1k
English,dates,date,,1k
English,dating,date,,1k
English,undated,date,,1k
English,daughter,,,1k
English,daughters,daughter,,1k
English,day,,,1k
English,dailies,day,,1k
English,daily,day,,1k
English,daylight,day,,1k
English,daylights,day,,1k
English,days,day,,1k
English,midday,day,,1k
English,dead,,,1k
English,deaden,dead,,1k
English,deadened,dead,,1k
English,deadening,dead,,1k
English,deadens,dead,,1k
English,deadlier,dead,,1k
English,deadliest,dead,,1k
English,deadly,dead,,1k
English,undead,dead,,1k
English,deader,dead,,1k
English,deadest,dead,,1k
English,deal,,,1k
English,dealer,deal,,1k
English,dealers,deal,,1k
English,dealership,deal,,1k
English,dealerships,deal,,1k
English,dealing,deal,,1k
English,dealings,deal,,1k
English,deals,deal,,1k
English,dealt,deal,,1k
English,undealt,deal,,1k
English,dear,,,1k
English,dearer,dear,,1k
English,dearest,dear,,1k
English,dearie,dear,,1k
English,dearly,dear,,1k
English,dears,dear,,1k
English,death,,,1k
English,deathless,death,,1k
English,deathlessly,death,,1k
English,deathlike,death,,1k
English,deathly,death,,1k
English,deaths,death,,1k
English,decide,,,1k
English,decided,decide,,1k
English,decidedly,decide,,1k
English,decider,decide,,1k
English,deciders,decide,,1k
English,decides,decide,,1k
English,deciding,decide,,1k
English,undecided,decide,,1k
English,deep,,,1k
English,deepen,deep,,1k
English,deepened,deep,,1k
English,deepening,deep,,1k
English,deepens,deep,,1k
English,deeper,deep,,1k
English,deepest,deep,,1k
English,deeply,deep,,1k
English,depth,deep,,1k
English,depths,deep,,1k
English,definite,,,1k
English,definitely,definite,,1k
English,definiteness,definite,,1k
English,indefinite,definite,,1k
English,indefinitely,definite,,1k
English,degree,,,1k
English,deg,degree,,1k
English,degrees,degree,,1k
English,delicious,,,1k
English,deliciously,delicious,,1k
English,deliciousness,delicious,,1k
English,depend,,,1k
English,dependability,depend,,1k
English,dependable,depend,,1k
English,dependably,depend,,1k
English,dependant,depend,,1k
English,dependants,depend,,1k
English,depended,depend,,1k
English,dependent,depend,,1k
English,dependents,depend,,1k
English,depending,depend,,1k
English,depends,depend,,1k
English,undependable,depend,,1k
English,die,,,1k
English,died,die,,1k
English,dies,die,,1k
English,dying,die,,1k
English,undying,die,,1k
English,difference,,,1k
English,differences,difference,,1k
English,different,,,1k
English,differently,different,,1k
English,difficult,,,1k
English,difficulties,difficult,,1k
English,difficulty,difficult,,1k
English,dig,,,1k
English,digger,dig,,1k
English,diggers,dig,,1k
English,digging,dig,,1k
English,digs,dig,,1k
English,dug,dig,,1k
English,undug,dig,,1k
English,dinner,,,1k
English,dinners,dinner,,1k
English,dirty,,,1k
English,dirt,dirty,,1k
English,dirtier,dirty,,1k
English,dirtiest,dirty,,1k
English,dirtiness,dirty,,1k
English,discover,,,1k
English,discovered,discover,,1k
English,discoverer,discover,,1k
English,discoverers,discover,,1k
English,discoveries,discover,,1k
English,discovering,discover,,1k
English,discovers,discover,,1k
English,discovery,discover,,1k
English,rediscover,discover,,1k
English,rediscovered,discover,,1k
English,rediscoveries,discover,,1k
English,rediscovering,discover,,1k
English,rediscovers,discover,,1k
English,rediscovery,discover,,1k
English,undiscovered,discover,,1k
English,do,,,1k
English,did,do,,1k
English,didn,do,,1k
English,doer,do,,1k
English,doers,do,,1k
English,does,do,,1k
English,doesn,do,,1k
English,doin,do,,1k
English,doing,do,,1k
English,doings,do,,1k
English,don,do,,1k
English,done,do,,1k
English,redid,do,,1k
English,redo,do,,1k
English,redoes,do,,1k
English,redoing,do,,1k
English,redone,do,,1k
English,undid,do,,1k
English,undo,do,,1k
English,undoes,do,,1k
English,undoing,do,,1k
English,undone,do,,1k
English,doable,do,,1k
English,doctor,,,1k
English,doc,doctor,,1k
English,docs,doctor,,1k
English,doctored,doctor,,1k
English,doctoring,doctor,,1k
English,doctors,doctor,,1k
English,dr,doctor,,1k
English,dog,,,1k
English,doggie,dog,,1k
English,doggies,dog,,1k
English,doggy,dog,,1k
English,dogs,dog,,1k
English,door,,,1k
English,doors,door,,1k
English,indoor,door,,1k
English,indoors,door,,1k
English,outdoor,door,,1k
English,outdoors,door,,1k
English,double,,,1k
English,doubled,double,,1k
English,doubles,double,,1k
English,doubling,double,,1k
English,doubly,double,,1k
English,redouble,double,,1k
English,redoubled,double,,1k
English,redoubles,double,,1k
English,redoubling,double,,1k
English,doubt,,,1k
English,doubted,doubt,,1k
English,doubter,doubt,,1k
English,doubters,doubt,,1k
English,doubtful,doubt,,1k
English,doubtfully,doubt,,1k
English,doubting,doubt,,1k
English,doubtless,doubt,,1k
English,doubts,doubt,,1k
English,undoubtably,doubt,,1k
English,undoubted,doubt,,1k
English,undoubtedly,doubt,,1k
English,down,,,1k
English,downed,down,,1k
English,downing,down,,1k
English,downings,down,,1k
English,downs,down,,1k
English,downward,down,,1k
English,downwards,down,,1k
English,draw,,,1k
English,drawing,draw,,1k
English,drawings,draw,,1k
English,drawn,draw,,1k
English,draws,draw,,1k
English,drew,draw,,1k
English,redraw,draw,,1k
English,redrawing,draw,,1k
English,redrawn,draw,,1k
English,redraws,draw,,1k
English,redrew,draw,,1k
English,undrawn,draw,,1k
English,dream,,,1k
English,dreamed,dream,,1k
English,dreamer,dream,,1k
English,dreamers,dream,,1k
English,dreamily,dream,,1k
English,dreaming,dream,,1k
English,dreamless,dream,,1k
English,dreamlessly,dream,,1k
English,dreamlike,dream,,1k
English,dreams,dream,,1k
English,dreamt,dream,,1k
English,dreamy,dream,,1k
English,undreamed,dream,,1k
English,undreamt,dream,,1k
English,dress,,,1k
English,dressed,dress,,1k
English,dresses,dress,,1k
English,dressing,dress,,1k
English,dressings,dress,,1k
English,undress,dress,,1k
English,undressed,dress,,1k
English,undresses,dress,,1k
English,undressing,dress,,1k
English,dressy,dress,,1k
English,drink,,,1k
English,drank,drink,,1k
English,drinkable,drink,,1k
English,drinker,drink,,1k
English,drinkers,drink,,1k
English,drinking,drink,,1k
English,drinks,drink,,1k
English,drunk,drink,,1k
English,drunks,drink,,1k
English,undrunk,drink,,1k
English,drive,,,1k
English,driven,drive,,1k
English,driver,drive,,1k
English,drivers,drive,,1k
English,drives,drive,,1k
English,driving,drive,,1k
English,drove,drive,,1k
English,drop,,,1k
English,droplet,drop,,1k
English,droplets,drop,,1k
English,dropped,drop,,1k
English,dropper,drop,,1k
English,droppers,drop,,1k
English,dropping,drop,,1k
English,droppings,drop,,1k
English,drops,drop,,1k
English,drug,,,1k
English,drugged,drug,,1k
English,druggie,drug,,1k
English,druggies,drug,,1k
English,drugging,drug,,1k
English,drugs,drug,,1k
English,druggist,drug,,1k
English,druggists,drug,,1k
English,dry,,,1k
English,dried,dry,,1k
English,drier,dry,,1k
English,driers,dry,,1k
English,dries,dry,,1k
English,driest,dry,,1k
English,drily,dry,,1k
English,dryer,dry,,1k
English,dryers,dry,,1k
English,drying,dry,,1k
English,dryly,dry,,1k
English,dryness,dry,,1k
English,during,,,1k
English,each,,,1k
English,ear,,,1k
English,eared,ear,,1k
English,earful,ear,,1k
English,earless,ear,,1k
English,ears,ear,,1k
English,early,,,1k
English,earlier,early,,1k
English,earliest,early,,1k
English,earliness,early,,1k
English,earth,,,1k
English,earthed,earth,,1k
English,earthen,earth,,1k
English,earthly,earth,,1k
English,earths,earth,,1k
English,earthy,earth,,1k
English,earthiness,earth,,1k
English,unearthliness,earth,,1k
English,unearthly,earth,,1k
English,earthling,earth,,1k
English,earthlings,earth,,1k
English,east,,,1k
English,easterlies,east,,1k
English,easterly,east,,1k
English,eastward,east,,1k
English,eastwards,east,,1k
English,easy,,,1k
English,easier,easy,,1k
English,easiest,easy,,1k
English,easily,easy,,1k
English,easiness,easy,,1k
English,eat,,,1k
English,ate,eat,,1k
English,eaten,eat,,1k
English,eater,eat,,1k
English,eaters,eat,,1k
English,eating,eat,,1k
English,eats,eat,,1k
English,uneaten,eat,,1k
English,eatable,eat,,1k
English,edge,,,1k
English,edged,edge,,1k
English,edger,edge,,1k
English,edges,edge,,1k
English,edgewise,edge,,1k
English,edgeways,edge,,1k
English,edging,edge,,1k
English,educate,,,1k
English,educated,educate,,1k
English,educates,educate,,1k
English,educating,educate,,1k
English,education,educate,,1k
English,educational,educate,,1k
English,educationalist,educate,,1k
English,educationalists,educate,,1k
English,educationally,educate,,1k
English,educationist,educate,,1k
English,educationists,educate,,1k
English,educations,educate,,1k
English,educative,educate,,1k
English,educator,educate,,1k
English,educators,educate,,1k
English,miseducated,educate,,1k
English,uneducated,educate,,1k
English,egg,,,1k
English,eggs,egg,,1k
English,eight,,,1k
English,eighteen,eight,,1k
English,eighteenth,eight,,1k
English,eighteenths,eight,,1k
English,eighth,eight,,1k
English,eighths,eight,,1k
English,eighties,eight,,1k
English,eightieth,eight,,1k
English,eightieths,eight,,1k
English,eights,eight,,1k
English,eighty,eight,,1k
English,either,,,1k
English,eleven,,,1k
English,elevens,eleven,,1k
English,eleventh,eleven,,1k
English,elevenths,eleven,,1k
English,else,,,1k
English,elsewhere,else,,1k
English,employ,,,1k
English,employability,employ,,1k
English,employable,employ,,1k
English,employed,employ,,1k
English,employee,employ,,1k
English,employees,employ,,1k
English,employer,employ,,1k
English,employers,employ,,1k
English,employing,employ,,1k
English,employment,employ,,1k
English,employments,employ,,1k
English,employs,employ,,1k
English,unemployable,employ,,1k
English,unemployed,employ,,1k
English,unemployment,employ,,1k
English,empty,,,1k
English,emptied,empty,,1k
English,empties,empty,,1k
English,emptiness,empty,,1k
